time,dice,epoch,samples_read
1718397005.2389383,-0.26500821113586426,0,1
1718397062.0150578,-0.20539331436157227,0,2
1718397118.1608005,-0.12941956520080566,0,3
1718397174.5142844,-0.09510922431945801,0,4
1718397231.468434,-0.1116037368774414,0,5
1718397287.942753,-0.09390318393707275,0,6
1718397344.7317145,-0.10912251472473145,0,7
1718397401.9129434,-0.0749976634979248,0,8
1718397459.4215991,-0.04454195499420166,0,9
1718397516.1707742,-0.0706167221069336,0,10
1718397573.413975,-0.0692133903503418,0,11
1718397630.4501758,-0.02039480209350586,0,12
1718397686.9278207,-0.0140380859375,0,13
1718397743.7058601,-0.026859283447265625,0,14
