time,dice,epoch,samples_read
1719414926.464753,-16.788679122924805,0,1
1719414929.1477394,-16.756101608276367,0,2
1719414933.9124663,-16.71645736694336,0,3
1719414938.7303603,-16.638460159301758,0,4
1719414943.5639706,-16.650012969970703,0,5
1719414947.993933,-16.68880844116211,0,6
1719414952.6859045,-16.548160552978516,0,7
1719414957.2817194,-16.515090942382812,0,8
1719414961.984953,-16.522472381591797,0,9
1719414966.8078222,-16.50192642211914,0,10
1719414972.0219035,-16.510845184326172,0,11
1719414976.62349,-16.48169708251953,0,12
1719414981.3865654,-16.398231506347656,0,13
1719414986.1653345,-16.472257614135742,0,14
1719414991.1622057,-16.59981918334961,0,15
1719414995.917588,-16.471569061279297,0,16
1719415000.5922601,-16.50871467590332,0,17
1719415005.2788436,-16.36072540283203,0,18
1719415009.9870322,-16.34676742553711,0,19
1719415014.6141996,-16.3942928314209,0,20
1719415019.7842112,-16.399492263793945,0,21
1719415024.3074865,-16.309099197387695,0,22
1719415029.0158987,-16.37750244140625,0,23
1719415033.8264496,-16.313148498535156,0,24
1719415038.6703546,-16.323726654052734,0,25
1719415043.508447,-16.335744857788086,0,26
1719415048.133378,-16.35500144958496,0,27
1719415052.894274,-16.270221710205078,0,28
1719415057.5285769,-16.28936767578125,0,29
1719415062.4769619,-16.311935424804688,0,30
1719415067.7248926,-16.373781204223633,0,31
1719415072.756255,-16.288053512573242,0,32
1719415077.7701855,-16.332273483276367,0,33
1719415082.883242,-16.222732543945312,0,34
1719415087.8760402,-16.18134307861328,0,35
1719415093.082074,-16.269330978393555,0,36
1719415097.90705,-16.197423934936523,0,37
1719415102.866687,-16.24748992919922,0,38
1719415107.74969,-16.254535675048828,0,39
1719415112.6471188,-16.200796127319336,0,40
1719415117.8006392,-16.24420738220215,0,41
1719415122.6933832,-16.142196655273438,0,42
1719415127.643676,-16.149860382080078,0,43
1719415132.763757,-16.23879623413086,0,44
1719415138.3984427,-16.11918830871582,0,45
1719415144.5843868,-16.09381675720215,0,46
1719415149.2922857,-16.113006591796875,0,47
1719415154.4702175,-16.125125885009766,0,48
1719415159.9259331,-16.187681198120117,0,49
1719415165.1981468,-16.17560577392578,0,50
1719415170.4615474,-16.115373611450195,0,51
1719415175.4767375,-16.290372848510742,0,52
1719415180.447012,-16.09669303894043,0,53
1719415185.4186811,-16.05575180053711,0,54
1719415190.3641925,-16.115285873413086,0,55
1719415195.2109573,-16.121370315551758,0,56
1719415200.032393,-16.090410232543945,0,57
1719415204.8467975,-16.089807510375977,0,58
1719415209.6047533,-16.226573944091797,0,59
1719415214.4773405,-15.973583221435547,0,60
1719415219.6847975,-16.05879020690918,0,61
1719415224.3288593,-16.12864875793457,0,62
1719415229.0591586,-15.994834899902344,0,63
1719415233.9007769,-16.13381004333496,0,64
1719415238.7654362,-16.067550659179688,0,65
1719415243.6425736,-16.068103790283203,0,66
1719415248.502065,-16.021703720092773,0,67
1719415253.4537432,-15.938255310058594,0,68
1719415258.2966237,-15.971080780029297,0,69
1719415263.2376246,-15.90959358215332,0,70
1719415268.4569883,-15.94917106628418,0,71
1719415273.265053,-15.916759490966797,0,72
1719415278.1121411,-15.95149040222168,0,73
1719415283.0381837,-16.0192813873291,0,74
1719415287.9341059,-15.940889358520508,0,75
1719415292.8930402,-16.12386131286621,0,76
1719415297.699272,-16.036670684814453,0,77
1719415302.5776916,-15.921548843383789,0,78
1719415307.4108841,-16.05668830871582,0,79
1719415312.291262,-16.156253814697266,0,80
1719415317.438215,-15.956258773803711,0,81
1719415322.2388997,-15.877147674560547,0,82
1719415327.0677655,-16.051549911499023,0,83
1719415331.9435701,-15.849735260009766,0,84
1719415336.7985275,-15.917390823364258,0,85
1719415341.7423627,-16.053478240966797,0,86
1719415346.559526,-16.13431167602539,0,87
1719415351.4123895,-15.983417510986328,0,88
1719415356.2550232,-15.927543640136719,0,89
1719415361.0946994,-15.915056228637695,0,90
1719415366.2910204,-15.935312271118164,0,91
1719415371.025213,-15.8739013671875,0,92
1719415376.0876334,-15.807140350341797,0,93
1719415380.832811,-15.982017517089844,0,94
1719415385.6721344,-15.951705932617188,0,95
1719415390.4596367,-15.877641677856445,0,96
1719415395.2678123,-15.840412139892578,0,97
1719415400.092307,-15.967620849609375,0,98
1719415404.8305597,-16.030664443969727,0,99
