time,dice,epoch,samples_read
1718649230.47709,-0.34854960441589355,0,1
1718649230.9273489,-0.3549821376800537,0,2
1718649232.4783006,-0.43138837814331055,0,3
1718649233.967446,-0.2820162773132324,0,4
1718649235.4723568,-0.24857831001281738,0,5
1718649236.9593725,-0.21944046020507812,0,6
1718649238.4520128,-0.20365548133850098,0,7
1718649239.9410856,-0.20401740074157715,0,8
1718649241.4341922,-0.17539405822753906,0,9
1718649242.9287913,-0.330564022064209,0,10
1718649244.4265637,-0.32453012466430664,1,11
1718649245.9235592,-0.2080061435699463,1,12
1718649247.4207754,-0.36010169982910156,1,13
1718649248.915806,-0.18408894538879395,1,14
1718649250.4107623,-0.15326392650604248,1,15
1718649251.9064434,-0.14830350875854492,1,16
1718649253.4047978,-0.14570927619934082,1,17
