time,dice,epoch,samples_read
1718652979.6400359,-0.385470986366272,0,1
1718652980.155021,nan,0,2
1718652981.31276,nan,0,3
1718652982.530578,nan,0,4
1718652983.6530142,nan,0,5
1718652984.832739,nan,0,6
1718652986.0685778,nan,0,7
1718652987.2429812,nan,0,8
1718652988.361291,nan,0,9
1718652989.5132177,nan,0,10
1718652990.7435658,nan,1,11
1718652991.8893812,nan,1,12
1718652993.04838,nan,1,13
1718652994.1749802,nan,1,14
1718652995.3591828,nan,1,15
1718652996.4965472,nan,1,16
1718652997.6508565,nan,1,17
1718652998.7938569,nan,1,18
1718653000.0034149,nan,1,19
1718653001.1438372,nan,1,20
1718653002.2811186,nan,2,21
1718653003.4207401,nan,2,22
1718653004.6081653,nan,2,23
1718653005.7181766,nan,2,24
1718653006.8678575,nan,2,25
1718653008.0349538,nan,2,26
1718653009.1956654,nan,2,27
1718653010.3050113,nan,2,28
1718653011.4911559,nan,2,29
1718653012.6254866,nan,2,30
1718653013.8119245,nan,3,31
1718653014.9246004,nan,3,32
1718653016.0863712,nan,3,33
1718653017.269274,nan,3,34
1718653018.3887074,nan,3,35
1718653019.5103528,nan,3,36
1718653020.652321,nan,3,37
1718653021.8741443,nan,3,38
1718653023.0659018,nan,3,39
1718653024.2392159,nan,3,40
1718653025.41814,nan,4,41
1718653026.6273906,nan,4,42
1718653027.7923446,nan,4,43
1718653028.9526906,nan,4,44
1718653030.1183362,nan,4,45
1718653031.3376794,nan,4,46
1718653032.4808366,nan,4,47
1718653033.6544702,nan,4,48
1718653034.8210135,nan,4,49
1718653036.0481093,nan,4,50
1718653037.184469,nan,5,51
1718653038.35562,nan,5,52
1718653039.5321317,nan,5,53
1718653040.7158217,nan,5,54
1718653041.8310263,nan,5,55
1718653043.045095,nan,5,56
1718653044.2135217,nan,5,57
1718653045.39551,nan,5,58
1718653046.5295577,nan,5,59
1718653047.6932366,nan,5,60
1718653048.9279263,nan,6,61
1718653050.086481,nan,6,62
1718653051.2337403,nan,6,63
1718653052.4199545,nan,6,64
1718653053.5895047,nan,6,65
1718653054.729643,nan,6,66
1718653055.881134,nan,6,67
1718653058.1623583,nan,6,68
1718653059.266926,nan,6,69
1718653060.3930166,nan,6,70
1718653061.5565903,nan,7,71
1718653062.7147071,nan,7,72
1718653063.8309658,nan,7,73
1718653064.9614937,nan,7,74
1718653066.11369,nan,7,75
1718653067.268824,nan,7,76
1718653068.384971,nan,7,77
1718653069.5427105,nan,7,78
1718653070.7004986,nan,7,79
1718653071.8479333,nan,7,80
1718653072.9564714,nan,8,81
1718653074.1087425,nan,8,82
1718653075.2423944,nan,8,83
1718653076.3862028,nan,8,84
1718653077.4961736,nan,8,85
1718653078.6450498,nan,8,86
1718653079.7777042,nan,8,87
1718653080.9260495,nan,8,88
1718653082.0330968,nan,8,89
1718653083.184639,nan,8,90
1718653084.4133494,nan,9,91
1718653085.5876691,nan,9,92
1718653086.722256,nan,9,93
1718653087.8554695,nan,9,94
1718653088.982445,nan,9,95
1718653090.1517243,nan,9,96
1718653091.266531,nan,9,97
1718653092.4388213,nan,9,98
1718653093.5692158,nan,9,99
1718653094.7385573,nan,9,100
1718653095.8542967,nan,10,101
1718653097.0076137,nan,10,102
1718653098.1805787,nan,10,103
1718653099.3361557,nan,10,104
1718653100.478381,nan,10,105
1718653101.628337,nan,10,106
1718653102.8176062,nan,10,107
1718653103.954131,nan,10,108
1718653105.1335502,nan,10,109
1718653106.26219,nan,10,110
1718653107.4352841,nan,11,111
1718653108.5668428,nan,11,112
1718653109.7135906,nan,11,113
1718653110.850916,nan,11,114
1718653112.0007687,nan,11,115
1718653113.1243799,nan,11,116
1718653114.2896714,nan,11,117
1718653115.4032085,nan,11,118
1718653116.594905,nan,11,119
1718653117.7360883,nan,11,120
1718653118.9071722,nan,12,121
1718653120.0538986,nan,12,122
1718653121.1919916,nan,12,123
1718653122.3169599,nan,12,124
1718653123.4586556,nan,12,125
1718653124.5871005,nan,12,126
1718653125.7253225,nan,12,127
1718653126.840925,nan,12,128
1718653128.0122015,nan,12,129
1718653129.1350307,nan,12,130
1718653130.2616398,nan,13,131
1718653131.3776681,nan,13,132
1718653132.4996276,nan,13,133
1718653133.6406229,nan,13,134
1718653134.8481696,nan,13,135
1718653135.9504063,nan,13,136
1718653137.089772,nan,13,137
1718653138.2656605,nan,13,138
1718653139.4466634,nan,13,139
1718653140.5755196,nan,13,140
