time,dice,epoch,samples_read
1718321704.2087498,-0.2557206153869629,0,1
1718321708.5872486,-0.23101377487182617,0,2
1718321715.0259938,-0.19880437850952148,0,3
1718321721.4320467,-0.16397535800933838,0,4
1718321727.8176832,-0.16012704372406006,0,5
1718321734.3422246,-0.15435278415679932,0,6
1718321740.823439,-0.09446883201599121,0,7
1718321747.3278623,-0.18109631538391113,0,8
1718321753.853462,-0.08245158195495605,0,9
1718321760.2745667,-0.1528768539428711,0,10
1718321766.6975322,-0.0416567325592041,0,11
1718321773.3458881,-0.1080864667892456,0,12
1718321779.8921483,-0.12042593955993652,0,13
1718321786.2494886,-0.08375382423400879,0,14
1718321792.718642,-0.06090354919433594,0,15
1718321799.1718206,-0.07524514198303223,0,16
1718321805.5800931,-0.05172133445739746,0,17
1718321812.0180361,-0.062980055809021,0,18
1718321818.4678447,-0.05212068557739258,0,19
1718321824.975963,-0.05968928337097168,0,20
1718321831.357608,-0.028469443321228027,0,21
1718321837.9174109,-0.10148990154266357,0,22
1718321844.408353,0.04323911666870117,0,23
1718321850.8050265,-0.0638582706451416,0,24
1718321857.3344245,-0.04303550720214844,0,25
1718321863.8033085,-0.015150070190429688,0,26
1718321870.34752,0.008285701274871826,0,27
1718321876.6004527,-0.026777982711791992,0,28
1718321883.237129,0.04104357957839966,0,29
1718321889.9553344,0.0037029385566711426,0,30
1718321896.576045,0.014474689960479736,0,31
1718321903.4600124,-0.06049966812133789,0,32
1718321910.097016,0.05451768636703491,0,33
1718321916.86482,-0.0019049644470214844,0,34
1718321923.448533,0.01819300651550293,0,35
1718321930.2579982,0.0004439353942871094,0,36
1718321936.8550715,-0.03632938861846924,0,37
1718321943.521922,0.04084157943725586,0,38
1718321950.129909,0.012523174285888672,0,39
1718321956.9978015,-0.013279557228088379,0,40
1718321963.7837877,-0.0014537572860717773,0,41
1718321970.3771212,-0.006896018981933594,0,42
1718321977.002272,-0.02158188819885254,0,43
1718321983.640531,-0.008379459381103516,0,44
1718321990.1164963,0.03660321235656738,0,45
1718321996.57026,-0.026323795318603516,0,46
1718322003.2042458,-0.058739423751831055,0,47
1718322009.878792,-0.04583120346069336,0,48
1718322016.512366,0.016293227672576904,0,49
