time,dice,epoch,samples_read
1719338410.9222517,-16.7884464263916,0,1
1719338413.913941,-16.701650619506836,0,2
1719338418.06861,-16.735034942626953,0,3
1719338422.2747226,-16.619361877441406,0,4
1719338426.4427297,-16.6875,0,5
1719338430.6710083,-16.563779830932617,0,6
1719338434.8570714,-16.61734390258789,0,7
1719338439.0632946,-16.556610107421875,0,8
1719338443.2119634,-16.507917404174805,0,9
1719338447.4202752,-16.43045997619629,0,10
1719338478.387399,-16.590740203857422,1,11
1719338482.5589087,-16.499162673950195,1,12
1719338486.7935898,-16.44388771057129,1,13
1719338490.9511507,-16.443634033203125,1,14
1719338495.1328888,-16.419279098510742,1,15
1719338499.3088171,-16.41315269470215,1,16
1719338503.452166,-16.63324737548828,1,17
1719338507.5873706,-16.414743423461914,1,18
1719338511.7796776,-16.585033416748047,1,19
1719338515.9416091,-16.420316696166992,1,20
1719338546.0747435,-16.475772857666016,2,21
1719338550.2768042,-16.371082305908203,2,22
1719338554.5328336,-16.276927947998047,2,23
1719338558.7556705,-16.395843505859375,2,24
1719338562.9625425,-16.29317855834961,2,25
1719338567.1907501,-16.270465850830078,2,26
1719338571.269699,-16.308435440063477,2,27
1719338575.5081725,-16.45669937133789,2,28
1719338579.7937324,-16.3605899810791,2,29
1719338584.0842195,-16.278974533081055,2,30
1719338614.9480033,-16.297006607055664,3,31
1719338619.070843,-16.225753784179688,3,32
1719338623.2136097,-16.358762741088867,3,33
1719338627.360183,-16.342247009277344,3,34
1719338631.5362675,-16.279600143432617,3,35
1719338635.6678338,-16.295446395874023,3,36
1719338639.768509,-16.318601608276367,3,37
1719338643.8827739,-16.223953247070312,3,38
1719338648.050016,-16.26388168334961,3,39
1719338652.1485717,-16.227155685424805,3,40
