time,gpu_util,gpu_mem,dice,epoch,samples_read
0.5151383876800537,72.0,4878.0,-0.0009065866470336914,0,1
0.6345565319061279,72.0,5268.0,-0.0008013248443603516,0,2
0.8079683780670166,56.0,5268.0,-0.00015032291412353516,0,3
0.9819233417510986,99.0,5268.0,7.075071334838867e-05,0,4
1.1589109897613525,99.0,5268.0,1.3589859008789062e-05,0,5
1.3342318534851074,99.0,5268.0,-0.0007889270782470703,0,6
1.5110864639282227,99.0,5268.0,-0.0006029605865478516,0,7
1.6893205642700195,99.0,5268.0,0.0002741813659667969,0,8
1.8629069328308105,99.0,5268.0,0.00023758411407470703,0,9
2.0381104946136475,99.0,5268.0,-0.0005879402160644531,0,10
2.231400966644287,99.0,5268.0,-0.00013399124145507812,0,11
2.403735399246216,91.0,5268.0,0.0003560781478881836,0,12
2.581667423248291,99.0,5268.0,-0.0003993511199951172,0,13
2.7570037841796875,99.0,5268.0,0.0006563067436218262,0,14
2.9331905841827393,99.0,5268.0,-3.9577484130859375e-05,0,15
3.107945442199707,99.0,5268.0,0.00027823448181152344,0,16
3.2823033332824707,99.0,5268.0,0.0006510019302368164,0,17
3.4552669525146484,99.0,5268.0,0.0007981061935424805,0,18
3.633549928665161,99.0,5268.0,0.0007438063621520996,0,19
3.809286117553711,99.0,5268.0,0.0004659891128540039,0,20
4.0055012702941895,99.0,5268.0,-9.584426879882812e-05,0,21
4.181614875793457,89.0,5268.0,0.00021314620971679688,0,22
4.3541200160980225,99.0,5268.0,-0.0006327629089355469,0,23
4.532158851623535,99.0,5268.0,-2.849102020263672e-05,0,24
4.709443092346191,99.0,5268.0,2.8371810913085938e-05,0,25
4.88343620300293,99.0,5268.0,-6.413459777832031e-05,0,26
5.058957099914551,99.0,5268.0,-0.0002162456512451172,0,27
5.23402738571167,99.0,5268.0,-0.0003123283386230469,0,28
5.40636682510376,99.0,5268.0,0.00022673606872558594,0,29
5.583501100540161,99.0,5268.0,-0.0003218650817871094,0,30
5.7792980670928955,99.0,5268.0,0.0005075335502624512,0,31
5.9549880027771,89.0,5268.0,0.0003840923309326172,0,32
6.130498170852661,99.0,5268.0,5.2869319915771484e-05,0,33
6.308487176895142,99.0,5268.0,6.192922592163086e-05,0,34
6.481177091598511,99.0,5268.0,0.00015878677368164062,0,35
6.656583547592163,99.0,5268.0,0.00044232606887817383,0,36
6.833091974258423,99.0,5268.0,-0.0003350973129272461,0,37
7.010875701904297,99.0,5268.0,-9.083747863769531e-05,0,38
7.181660175323486,99.0,5268.0,5.066394805908203e-05,0,39
7.358182907104492,99.0,5268.0,0.00023955106735229492,0,40
7.557132959365845,94.0,5268.0,0.0006288886070251465,0,41
7.729446649551392,93.0,5268.0,-2.2411346435546875e-05,0,42
7.907193899154663,99.0,5268.0,-0.00038051605224609375,0,43
8.082470417022705,99.0,5268.0,-3.695487976074219e-05,0,44
8.25767469406128,99.0,5268.0,7.581710815429688e-05,0,45
8.434115409851074,99.0,5268.0,0.00021398067474365234,0,46
8.609413385391235,99.0,5268.0,-0.0005017518997192383,0,47
8.78540849685669,99.0,5268.0,-0.00010800361633300781,0,48
8.961421251296997,99.0,5268.0,7.647275924682617e-05,0,49
9.137926578521729,99.0,5268.0,0.0003446340560913086,0,50
9.335230350494385,88.0,5268.0,0.0001315474510192871,0,51
9.511965990066528,99.0,5268.0,-0.0004944801330566406,0,52
9.68751835823059,99.0,5268.0,7.444620132446289e-05,0,53
9.86151123046875,99.0,5268.0,-5.4836273193359375e-06,0,54
10.039990901947021,99.0,5268.0,0.00033169984817504883,0,55
10.215383529663086,99.0,5268.0,-6.29425048828125e-05,0,56
10.392210960388184,99.0,5268.0,0.00045359134674072266,0,57
10.570207834243774,99.0,5268.0,0.00038367509841918945,0,58
10.74586272239685,99.0,5268.0,-0.00011789798736572266,0,59
10.921968698501587,99.0,5268.0,-3.314018249511719e-05,0,60
11.119223594665527,89.0,5268.0,-8.83340835571289e-05,0,61
11.297026872634888,98.0,5268.0,-0.0009475946426391602,0,62
11.47205662727356,99.0,5268.0,-0.00042057037353515625,0,63
11.650050163269043,99.0,5268.0,-0.0007493495941162109,0,64
11.825969457626343,99.0,5268.0,0.0005346536636352539,0,65
12.001689434051514,99.0,5268.0,0.00032216310501098633,0,66
12.17954397201538,99.0,5268.0,-0.00018143653869628906,0,67
12.353938102722168,99.0,5268.0,-0.0007674694061279297,0,68
12.530564069747925,99.0,5268.0,0.000807344913482666,0,69
12.707324504852295,99.0,5268.0,0.00020056962966918945,0,70
12.90553069114685,88.0,5268.0,-0.0002837181091308594,0,71
13.080748319625854,98.0,5268.0,-0.000270843505859375,0,72
13.257197380065918,99.0,5268.0,0.00010293722152709961,0,73
13.433321475982666,99.0,5268.0,3.6656856536865234e-05,0,74
13.610378980636597,99.0,5268.0,-0.00022554397583007812,0,75
13.786216020584106,99.0,5268.0,3.832578659057617e-05,0,76
13.962753057479858,99.0,5268.0,4.875659942626953e-05,0,77
14.137390375137329,99.0,5268.0,0.00048106908798217773,0,78
14.315159320831299,99.0,5268.0,-9.965896606445312e-05,0,79
14.491281032562256,99.0,5268.0,0.0002701282501220703,0,80
14.683476209640503,90.0,5268.0,0.0004991292953491211,0,81
14.860836029052734,99.0,5268.0,0.0005112290382385254,0,82
15.036311149597168,99.0,5268.0,0.0003905296325683594,0,83
15.21339726448059,99.0,5268.0,-3.9577484130859375e-05,0,84
15.390093803405762,99.0,5268.0,-0.0004012584686279297,0,85
15.565438747406006,99.0,5268.0,0.000245511531829834,0,86
15.741025447845459,99.0,5268.0,0.0004890561103820801,0,87
15.916995763778687,99.0,5268.0,-0.0003533363342285156,0,88
16.09107232093811,99.0,5268.0,-0.000293731689453125,0,89
16.26991105079651,99.0,5268.0,-0.0004999637603759766,0,90
16.465125799179077,90.0,5268.0,0.00045675039291381836,0,91
16.63937544822693,90.0,5268.0,0.0004800558090209961,0,92
16.815659046173096,99.0,5268.0,-0.0005104541778564453,0,93
16.99339461326599,99.0,5268.0,-0.0003223419189453125,0,94
17.168723106384277,99.0,5268.0,-0.0003170967102050781,0,95
17.346357345581055,99.0,5268.0,3.737211227416992e-05,0,96
17.522658348083496,99.0,5268.0,4.1544437408447266e-05,0,97
17.69874143600464,99.0,5268.0,2.193450927734375e-05,0,98
17.874255895614624,99.0,5268.0,-0.000293731689453125,0,99
18.04938268661499,99.0,5268.0,-0.0006182193756103516,0,100
