time,dice,epoch,samples_read
1719349016.645157,-16.82065200805664,0,1
1719349017.2235982,-16.789827346801758,0,2
1719349018.5084777,-16.72990608215332,0,3
1719349019.7883923,-16.702306747436523,0,4
1719349021.0995078,-16.680391311645508,0,5
1719349022.3487935,-16.63321304321289,0,6
1719349023.5969577,-16.616790771484375,0,7
1719349024.8486164,-16.533916473388672,0,8
1719349026.0837111,-16.465900421142578,0,9
1719349027.3438218,-16.60395622253418,0,10
1719349028.6308002,-16.6463565826416,0,11
1719349029.8837962,-16.66155433654785,0,12
1719349031.120328,-16.5642032623291,0,13
1719349032.3648705,-16.437402725219727,0,14
1719349033.6540847,-16.570241928100586,0,15
1719349034.9507017,-16.549837112426758,0,16
1719349036.2690427,-16.50239372253418,0,17
1719349037.5323203,-16.438302993774414,0,18
1719349038.7932534,-16.364269256591797,0,19
1719349040.0309505,-16.558032989501953,0,20
1719349041.3156736,-16.461719512939453,0,21
